vehicle_id,date_key,location_id,listed_price,sold_price,price_difference,expected_market_price,days_on_platform,conversion_rate,sale_flag
4064,20230503,5,491527,415052,76475,417797,23,0.14,1
4065,20240307,12,1310479,1287871,22608,720763,16,0.06,1
4067,20200901,23,1934169,1871288,62881,1063792,84,0.07,1
4069,20200703,18,448251,400503,47748,268950,64,0.03,1
4070,20250305,3,281603,189582,92021,112641,118,0.06,1
4071,20240403,7,866044,743959,122085,303115,85,0.04,1
4073,20210312,14,382937,342836,40101,325496,12,0.1,1
4076,20211212,28,508756,337827,170929,279815,116,0.02,1
4078,20220501,15,2368779,2244554,124225,2013462,74,0.02,1
4079,20230106,30,1480647,1359595,121052,1332582,88,0.07,1
4080,20220401,24,783301,760219,23082,469980,9,0.05,1
4081,20240710,14,2054887,1967398,87489,719210,45,0.04,1
4083,20220205,7,1071928,1025925,46003,964735,104,0.05,1
4085,20201007,29,2289027,2221506,67521,1945672,9,0.07,1
4086,20211107,18,677530,519111,158419,372641,28,0.11,1
4087,20230406,22,485073,326401,158672,436565,11,0.07,1
4088,20220101,5,1163803,1144652,19151,872852,17,0.11,1
4089,20210411,19,785322,740172,45150,353394,87,0.03,1
4090,20190601,1,2227587,2222474,5113,1113793,75,0.08,1
4092,20230811,9,856937,820806,36131,728396,50,0.05,1
4095,20240907,16,722464,642821,79643,469601,87,0.06,1
4096,20250404,3,1664400,1626887,37513,1248300,63,0.07,1
4098,20240304,22,2425522,2253714,171808,970208,79,0.06,1
4099,20250312,25,918914,893984,24930,505402,46,0.03,1
4102,20200204,5,1628689,1498168,130521,1058647,35,0.08,1
4103,20231009,3,1247569,1130626,116943,1122812,23,0.06,1
4104,20221004,3,365350,243045,122305,164407,118,0.04,1
4105,20201006,26,1434978,1363305,71673,717489,50,0.08,1
4106,20240304,27,2420259,2375937,44322,1936207,114,0.07,1
4108,20190812,23,1397947,1338192,59755,1118357,64,0.05,1
4109,20210502,18,2271068,2131513,139555,908427,31,0.05,1
4112,20211004,3,684885,660616,24269,479419,70,0.05,1
4115,20230211,5,1951194,1798514,152680,780477,72,0.05,1
4116,20220310,3,309505,153434,156071,123801,72,0.04,1
4117,20200501,5,1512641,1390608,122033,983216,32,0.04,1
4120,20211205,22,1644530,1501066,143464,657811,96,0.07,1
4121,20221209,21,2279544,2114689,164855,2165566,81,0.04,1
4122,20201204,29,843121,821484,21637,716652,60,0.06,1
4126,20240901,24,1105542,1049151,56391,1050264,32,0.03,1
4127,20211112,25,242278,236972,5306,205936,4,0.15,1
4128,20230503,4,1256504,1210087,46417,1068028,81,0.04,1
4130,20200602,5,2210556,2101359,109197,994750,32,0.03,1
4131,20231107,27,547306,524743,22563,218922,113,0.06,1
4132,20210608,10,327695,215157,112538,213001,118,0.06,1
4134,20200309,22,357248,237138,120110,178624,52,0.07,1
4135,20190805,9,2289298,2214118,75180,1259113,33,0.03,1
4137,20190710,3,788650,641312,147338,749217,115,0.05,1
4139,20210302,1,1944713,1782319,162394,1458534,78,0.07,1
4141,20211101,6,2008561,1869889,138672,1807704,33,0.08,1
4142,20200705,15,1548833,1489679,59154,1006741,28,0.11,1
4143,20190705,22,1683205,1575534,107671,589121,119,0.03,1
4144,20250703,21,1665567,1600619,64948,749505,97,0.03,1
4148,20200809,4,2032973,1993643,39330,1118135,96,0.03,1
4149,20211201,21,422939,313440,109499,359498,29,0.13,1
4150,20191103,22,727689,619266,108423,400228,117,0.04,1
4151,20200607,25,936032,765392,170640,655222,4,0.09,1
4156,20190903,15,439251,276186,163065,285513,109,0.03,1
4157,20211107,7,598842,441148,157694,269478,101,0.03,1
4158,20250802,12,1411855,1260103,151752,564741,70,0.04,1
4159,20210302,18,1818504,1740925,77579,1454803,8,0.07,1
4160,20241105,30,1003249,843345,159904,752436,91,0.03,1
4164,20231106,20,1742648,1630295,112353,1306986,36,0.06,1
4167,20240101,13,705041,653674,51367,423024,18,0.14,1
4168,20230711,18,1078427,968765,109662,647056,49,0.06,1
4169,20210103,15,396094,348544,47550,356484,75,0.02,1
4170,20190305,21,876402,827810,48592,613481,48,0.04,1
4171,20210511,22,2326682,2298641,28041,1977679,53,0.04,1
4173,20200502,30,2006471,1978731,27740,1906147,49,0.06,1
4174,20231010,15,1622005,1491800,130205,1054303,66,0.08,1
4175,20220104,24,2014470,1883973,130497,1309405,100,0.04,1
4176,20220712,5,790615,676502,114113,672022,66,0.02,1
4177,20221112,17,2101819,2049723,52096,1366182,38,0.04,1
4180,20241206,9,1200340,1026705,173635,540153,108,0.03,1
4181,20210702,13,956906,940689,16217,430607,37,0.03,1
4182,20241103,6,1765537,1646928,118609,794491,5,0.13,1
4185,20190308,3,514463,473599,40864,488739,9,0.09,1
4187,20231005,30,1582507,1469747,112760,949504,81,0.02,1
4188,20191010,3,912639,892434,20205,365055,111,0.07,1
4191,20221012,8,1295965,1174267,121698,842377,64,0.04,1
4194,20220410,29,1704946,1684691,20255,681978,7,0.06,1
4196,20241101,28,2325759,2302056,23703,814015,92,0.03,1
4197,20220112,8,648284,532829,115455,551041,103,0.04,1
4198,20211001,21,326132,266787,59345,114146,96,0.03,1
4199,20191102,1,541396,419526,121870,378977,91,0.02,1
4200,20200411,20,923217,875361,47856,738573,53,0.03,1
4201,20220304,9,744389,654569,89820,446633,29,0.09,1
4203,20210208,18,959770,946183,13587,863793,38,0.07,1
4206,20250110,28,1428066,1407405,20661,1356662,25,0.08,1
4207,20240105,6,1866504,1768544,97960,1119902,42,0.02,1
4209,20190708,23,1611118,1449309,161809,1127782,40,0.04,1
4210,20220201,20,950044,908119,41925,570026,98,0.07,1
4211,20191002,27,849120,721820,127300,509472,25,0.11,1
4212,20190809,22,371087,248766,122321,352532,66,0.04,1
4213,20211212,30,872831,738274,134557,610981,21,0.07,1
4217,20231005,8,275393,160558,114835,261623,112,0.06,1
4218,20210906,3,793552,764912,28640,436453,14,0.06,1
4219,20190403,29,1204224,1031666,172558,481689,68,0.02,1
4220,20200903,18,1517985,1506515,11470,1442085,4,0.14,1
4221,20191003,24,960239,896370,63869,576143,61,0.06,1
4222,20230409,21,1992423,1961841,30582,1693559,99,0.06,1
4223,20250411,17,2150812,2148240,2572,752784,29,0.14,1
4227,20200908,6,256486,169444,87042,89770,43,0.05,1
4228,20250303,10,1575557,1399421,176136,1260445,25,0.06,1
4229,20220302,8,673203,661611,11592,370261,6,0.05,1
4230,20211011,21,1627378,1524507,102871,1383271,77,0.06,1
4232,20221103,7,488090,323769,164321,366067,75,0.07,1
4233,20240709,6,661424,610529,50895,628352,18,0.13,1
4234,20230502,22,843641,777609,66032,506184,62,0.06,1
4235,20240510,25,2333488,2306046,27442,1283418,89,0.06,1
4241,20240505,3,472282,434006,38276,330597,62,0.03,1
4242,20191011,20,847908,826605,21303,635931,88,0.07,1
4243,20220607,9,659699,521866,137833,362834,6,0.12,1
4244,20200402,11,231669,152567,79102,196918,65,0.06,1
4245,20240312,21,1306973,1152738,154235,1110927,88,0.02,1
4247,20220304,5,1070218,1025997,44221,481598,103,0.04,1
4249,20241105,26,1842311,1764907,77404,644808,5,0.14,1
4250,20200201,5,1771279,1726137,45142,1328459,74,0.04,1
4251,20231011,1,1145946,1058143,87803,974054,120,0.02,1
4252,20221110,28,1077482,1066181,11301,1023607,89,0.06,1
4253,20240710,27,1967256,1901580,65676,786902,78,0.08,1
4254,20211105,22,830346,702501,127845,622759,87,0.05,1
4255,20201009,21,715700,641714,73986,644130,26,0.13,1
4256,20251108,13,2031874,1969922,61952,1015937,56,0.06,1
4257,20230203,4,1146388,1009373,137015,401235,21,0.12,1
4259,20240109,18,1976464,1937374,39090,1877640,101,0.03,1
4260,20200408,13,1050577,1007757,42820,998048,26,0.05,1
4262,20200805,25,2105844,2101503,4341,1158214,97,0.05,1
4263,20230707,14,722404,584794,137610,252841,65,0.04,1
4265,20201212,5,466066,339421,126645,256336,20,0.13,1
4266,20230904,19,543104,427786,115318,515948,107,0.05,1
4267,20220709,9,565665,407432,158233,254549,86,0.07,1
4269,20201011,14,957293,795164,162129,622240,38,0.06,1
4271,20240104,15,1173126,1032225,140901,1055813,76,0.06,1
4273,20240402,25,500621,426955,73666,300372,42,0.08,1
4274,20250407,4,765691,762331,3360,267991,94,0.08,1
4275,20250212,4,1583444,1540372,43072,1425099,87,0.08,1
4276,20210203,17,1804834,1717346,87488,992658,77,0.04,1
4277,20200108,13,1584461,1531594,52867,871453,69,0.03,1
4278,20200301,22,1454833,1450402,4431,654674,21,0.06,1
4279,20241110,14,276608,162476,114132,179795,98,0.05,1
4280,20221005,3,1166700,1159102,7598,991695,100,0.06,1
4281,20201008,12,1284186,1251206,32980,513674,85,0.05,1
4282,20251211,24,1934207,1762928,171279,1257234,72,0.05,1
4284,20190906,26,2331114,2306326,24788,1515224,92,0.08,1
4285,20230703,27,527317,386407,140910,316390,72,0.04,1
4287,20200707,24,2113303,1988196,125107,1056651,98,0.03,1
4288,20190406,13,445619,269930,175689,401057,54,0.05,1
4290,20240609,2,2405838,2258122,147716,1684086,86,0.05,1
4292,20241102,14,1136538,1055195,81343,681922,117,0.05,1
4293,20240604,22,2413531,2406462,7069,2172177,27,0.13,1
4295,20190602,13,1209826,1089290,120536,846878,14,0.1,1
4299,20210609,30,500936,495308,5628,350655,65,0.04,1
4300,20250104,22,912933,773784,139149,319526,48,0.07,1
4301,20190404,30,1695817,1664897,30920,1271862,36,0.06,1
4304,20191212,30,532260,456013,76247,372582,114,0.04,1
4306,20220906,23,753953,697956,55997,640860,94,0.03,1
4307,20190808,13,1262461,1161175,101286,441861,113,0.04,1
4309,20210208,6,2368141,2297444,70697,1065663,114,0.03,1
4310,20201010,30,315709,299325,16384,299923,80,0.07,1
4311,20211108,17,2061185,1930681,130504,1855066,71,0.03,1
4313,20220104,22,814340,634492,179848,732906,23,0.11,1
4315,20200903,5,660781,519948,140833,330390,31,0.04,1
4316,20220407,17,1227619,1082383,145236,429666,59,0.04,1
4320,20200402,5,1048017,919254,128763,733611,75,0.02,1
4322,20200211,3,1560343,1435427,124916,780171,94,0.08,1
4325,20190106,30,731136,571947,159189,584908,21,0.15,1
4327,20240308,6,634182,544815,89367,570763,12,0.14,1
4328,20200801,5,1098653,1050489,48164,604259,70,0.05,1
4329,20240910,29,363028,319609,43419,326725,52,0.05,1
4330,20220802,10,976665,813492,163173,683665,120,0.03,1
4331,20200511,4,1002400,895637,106763,952280,36,0.03,1
4333,20190807,25,1432071,1325075,106996,1145656,79,0.06,1
4335,20240412,17,345360,214081,131279,207216,11,0.13,1
4336,20240212,13,1892457,1717126,175331,1040851,70,0.02,1
4339,20230902,2,1310898,1241364,69534,458814,16,0.08,1
4341,20230911,27,434316,412289,22027,390884,88,0.03,1
4342,20210308,11,1067502,1065150,2352,693876,109,0.08,1
4343,20240501,6,2318349,2182324,136025,1275091,91,0.07,1
4345,20221111,22,1532161,1368993,163168,842688,25,0.07,1
4347,20231204,30,1142629,1101179,41450,399920,93,0.07,1
4348,20221007,1,1964758,1830033,134725,1473568,101,0.06,1
4349,20240612,15,664607,659752,4855,531685,69,0.03,1
4351,20251010,5,1520616,1406398,114218,988400,119,0.08,1
4353,20221103,5,1373183,1311416,61767,823909,37,0.05,1
4357,20190601,2,2044543,1934391,110152,920044,52,0.03,1
4360,20221203,27,1901170,1896283,4887,665409,27,0.08,1
4361,20221010,17,475201,309531,165670,403920,62,0.02,1
4362,20200310,28,1229915,1115180,114735,1168419,68,0.05,1
4363,20240307,14,969501,845402,124099,921025,32,0.05,1
4364,20190102,27,1585340,1573178,12162,951204,6,0.15,1
4367,20220804,26,345733,281180,64553,190153,76,0.05,1
4369,20221201,27,1639576,1565741,73835,983745,59,0.05,1
4372,20241208,5,1414997,1247804,167193,1131997,48,0.06,1
4373,20200410,9,1574841,1436027,138814,708678,66,0.08,1
4374,20190308,19,1150538,1015542,134996,632795,44,0.04,1
4375,20221211,24,641742,513137,128605,352958,6,0.08,1
4376,20230201,17,247869,202924,44945,99147,55,0.07,1
4377,20240712,14,677539,612291,65248,508154,67,0.02,1
4380,20200911,19,1531731,1383092,148639,995625,75,0.05,1
4382,20240307,21,854308,678770,175538,469869,16,0.05,1
4383,20230912,11,2423363,2294305,129058,2181026,40,0.07,1
4384,20250109,18,2312379,2302579,9800,1156189,25,0.15,1
4385,20251012,14,2412952,2236127,176825,1206476,42,0.02,1
4387,20190603,16,2356756,2303639,53117,1414053,63,0.03,1
4388,20190712,29,1033734,1007277,26457,568553,82,0.07,1
4390,20200810,4,1620736,1541926,78810,729331,90,0.04,1
4392,20210203,21,843975,672460,171515,590782,25,0.06,1
4393,20210203,25,536922,422921,114001,375845,100,0.04,1
4395,20190703,27,1269063,1170520,98543,951797,114,0.07,1
4397,20250303,10,1402378,1277454,124924,701189,54,0.06,1
4398,20200508,24,938275,884686,53589,562965,15,0.06,1
4403,20240602,10,214779,133893,80886,118128,67,0.03,1
4404,20250108,15,968535,943893,24642,677974,27,0.08,1
4406,20250806,16,695885,592140,103745,382736,5,0.06,1
4407,20241002,6,1396005,1278200,117805,1047003,10,0.11,1
4408,20230311,5,716932,537357,179575,645238,90,0.07,1
4409,20240307,21,871567,700189,171378,740831,90,0.04,1
4410,20250103,21,784218,707717,76501,548952,20,0.08,1
4411,20240303,30,357156,300593,56563,125004,51,0.06,1
4414,20211012,29,2445845,2365822,80023,1222922,61,0.04,1
4415,20210808,30,1989488,1850126,139362,1591590,87,0.03,1
4416,20200310,19,1209730,1130468,79262,483891,88,0.07,1
4418,20230812,25,1040012,910085,129927,624007,118,0.03,1
4421,20211102,7,980523,864988,115535,588313,23,0.1,1
4422,20220608,14,1876074,1730871,145203,1594662,69,0.05,1
4423,20211110,22,1750425,1654261,96164,1225297,59,0.04,1
4424,20240107,14,2405320,2368838,36482,1202660,92,0.04,1
4425,20201212,11,521360,359556,161804,286748,32,0.06,1
4426,20220712,8,2090987,2000488,90499,1672789,41,0.06,1
4428,20190407,3,1567796,1497202,70594,1019067,55,0.08,1
4429,20250108,23,2095531,2023292,72239,1257318,109,0.06,1
4430,20200410,8,689140,531994,157146,310112,58,0.08,1
4431,20240712,25,457879,389827,68052,160257,22,0.06,1
4433,20201004,23,215945,119088,96857,205147,45,0.05,1
4435,20240311,21,1478749,1471596,7153,1256936,41,0.02,1
4437,20210412,23,1373644,1267922,105722,1098915,116,0.04,1
4438,20240608,5,1650334,1516479,133855,1485300,57,0.04,1
4440,20201209,22,242972,227619,15353,170080,31,0.04,1
4441,20220106,7,1240825,1235931,4894,1054701,11,0.07,1
4443,20240509,21,407114,302238,104876,162845,91,0.07,1
4446,20220403,10,2353191,2178626,174565,1176595,7,0.08,1
4447,20200903,5,1313556,1142722,170834,591100,112,0.05,1
4448,20231209,14,283749,136096,147653,255374,42,0.07,1
4451,20231102,6,1436333,1336556,99777,1077249,104,0.07,1
4452,20241112,6,523019,433761,89258,261509,6,0.08,1
4453,20220309,6,526269,497163,29106,447328,53,0.04,1
4454,20250407,25,970731,916349,54382,922194,112,0.04,1
4455,20221004,25,1939885,1826273,113612,1551908,9,0.06,1
4457,20191008,29,2017496,1993611,23885,907873,37,0.07,1
4458,20240111,8,252012,199225,52787,201609,103,0.04,1
4460,20240912,20,1491260,1321761,169499,671066,31,0.06,1
4461,20190506,27,490213,399387,90826,318638,58,0.06,1
4462,20250502,23,1771865,1638966,132899,797339,94,0.05,1
4464,20210212,27,1523259,1416630,106629,1447096,73,0.06,1
4465,20240909,11,933137,928459,4678,886480,48,0.03,1
4468,20230605,13,2053967,2036993,16974,1335078,72,0.02,1
4470,20210411,28,2430804,2350407,80397,2066183,81,0.06,1
4471,20191004,1,1848336,1730073,118263,831751,59,0.05,1
4472,20190910,29,1910541,1855739,54802,764216,38,0.07,1
4475,20251008,13,781954,668268,113686,430074,119,0.04,1
4476,20220403,11,388566,361132,27434,174854,84,0.05,1
4477,20210810,13,2220504,2078936,141568,1110252,36,0.04,1
4479,20240301,4,454762,341128,113634,204642,112,0.03,1
4481,20240302,10,1366782,1313572,53210,1230103,35,0.03,1
4482,20211204,3,297238,269788,27450,193204,113,0.05,1
4483,20230307,24,1817139,1720589,96550,908569,70,0.04,1
4484,20211012,1,241516,152322,89194,229440,12,0.05,1
4485,20220311,5,888040,720218,167822,310814,73,0.04,1
4486,20190809,26,1586306,1556310,29996,1427675,56,0.03,1
4488,20231203,2,1959905,1797820,162085,979952,19,0.1,1
4489,20230405,1,1309221,1184952,124269,458227,67,0.06,1
4496,20250207,25,559708,548799,10909,531722,117,0.03,1
4497,20221012,20,2064664,1918196,146468,1032332,94,0.06,1
4499,20210602,16,282405,185375,97030,268284,82,0.08,1
4502,20220601,7,1133448,995180,138268,453379,22,0.05,1
4503,20231106,28,1459771,1319075,140696,1167816,19,0.06,1
4507,20220112,4,214437,89184,125253,117940,37,0.07,1
4509,20200903,17,392893,267230,125663,373248,80,0.06,1
4515,20210103,17,1499278,1336529,162749,1424314,39,0.04,1
4516,20221009,12,1101995,1014663,87332,495897,91,0.03,1
4518,20231208,13,1991107,1891442,99665,1294219,13,0.11,1
4519,20210608,19,2313828,2246144,67684,1156914,19,0.09,1
4520,20221008,20,683845,504829,179016,478691,42,0.04,1
4522,20220910,3,823404,756730,66674,617553,29,0.08,1
4525,20200809,7,1710750,1599020,111730,598762,47,0.07,1
4526,20190710,2,1362747,1325827,36920,1090197,81,0.03,1
4529,20231106,26,1563033,1417545,145488,625213,118,0.07,1
4530,20190408,12,1436661,1302253,134408,1292994,94,0.06,1
4531,20240101,13,1804272,1644809,159463,992349,93,0.04,1
4534,20230606,27,848705,766908,81797,297046,29,0.06,1
4535,20250909,20,1440505,1268547,171958,1152404,29,0.08,1
4539,20220407,12,1688558,1594936,93622,1097562,108,0.05,1
4540,20250107,15,798103,778638,19465,718292,34,0.07,1
4541,20241107,28,1950842,1834432,116410,1560673,4,0.13,1
4542,20191005,3,304010,298759,5251,197606,84,0.04,1
4543,20200509,13,1530749,1372476,158273,1224599,16,0.08,1
4544,20210706,12,705436,572171,133265,282174,48,0.03,1
4545,20231208,16,1959205,1864464,94741,783681,116,0.04,1
4546,20201212,7,895571,786687,108884,582121,18,0.09,1
4549,20220606,4,1642346,1585886,56460,1395994,119,0.07,1
4550,20211110,11,606135,581843,24292,484908,50,0.02,1
4552,20231204,19,1998042,1921701,76341,799216,45,0.06,1
4556,20221006,18,1263780,1153582,110198,505511,93,0.08,1
4557,20240502,13,1705715,1637670,68045,1194000,25,0.06,1
4559,20230312,22,1937284,1879556,57728,1259234,25,0.09,1
4560,20201203,13,1233783,1229305,4478,678580,57,0.03,1
4561,20230307,26,1463340,1348306,115034,1243839,80,0.06,1
4562,20201107,13,1340670,1308015,32655,469234,115,0.04,1
4563,20240811,10,1018687,897568,121119,865883,40,0.05,1
4564,20220806,11,1236715,1085480,151235,680193,27,0.13,1
4565,20250905,5,636635,569873,66762,222822,118,0.02,1
4575,20230104,21,914610,833579,81031,685957,23,0.12,1
4576,20190310,21,1038211,1004046,34165,830568,56,0.04,1
4578,20191208,18,1991292,1848137,143155,1095210,60,0.07,1
4581,20241101,7,492733,386127,106606,295639,115,0.02,1
4583,20200808,5,2340325,2325837,14488,1638227,90,0.02,1
4584,20240802,25,1952338,1811325,141013,780935,43,0.03,1
4585,20191011,13,1306641,1278004,28637,1110644,52,0.06,1
4586,20210612,21,2083319,2034537,48782,937493,51,0.05,1
4587,20240309,3,2027502,1948501,79001,1115126,76,0.03,1
4589,20231107,19,1244749,1090003,154746,871324,87,0.05,1
4591,20250403,24,957508,900532,56976,622380,103,0.02,1
4594,20241011,16,709277,618558,90719,496493,60,0.07,1
4595,20240308,21,1913701,1879601,34100,1626645,33,0.04,1
4596,20200608,10,2131014,2025863,105151,1917912,54,0.02,1
4597,20210610,5,979646,969195,10451,538805,100,0.04,1
4600,20230901,9,310009,130282,179727,170504,28,0.08,1
4601,20210508,22,1070813,995171,75642,803109,75,0.07,1
4602,20250211,25,2060533,1962193,98340,1133293,55,0.05,1
4603,20230905,22,1149476,1034219,115257,1092002,118,0.06,1
4606,20210207,21,1762408,1701095,61313,1409926,100,0.02,1
4609,20250311,13,690578,569365,121213,656049,92,0.04,1
4612,20221209,2,1387327,1247415,139912,901762,91,0.03,1
4613,20250605,29,1870691,1707757,162934,841810,5,0.14,1
4614,20230110,5,2121371,1998469,122902,1697096,24,0.05,1
4615,20190804,21,1156625,1096402,60223,636143,73,0.05,1
4616,20190208,23,1836463,1803995,32468,1101877,26,0.09,1
4617,20211002,6,278051,171022,107029,222440,116,0.06,1
4618,20190311,29,241288,66624,174664,168901,52,0.06,1
4621,20210106,12,1319925,1226978,92947,1121936,55,0.02,1
4624,20200304,11,1238858,1137447,101411,433600,35,0.05,1
4625,20200605,15,1871487,1703829,167658,1216466,75,0.07,1
4626,20220604,5,983755,877448,106307,491877,14,0.07,1
4627,20190811,8,1449045,1294018,155027,507165,80,0.08,1
4628,20210807,30,1552309,1498664,53645,698539,20,0.05,1
4629,20220403,10,1111469,1101619,9850,555734,11,0.1,1
4631,20230707,5,616536,478590,137946,524055,52,0.07,1
4635,20230607,1,2179067,2064468,114599,1416393,72,0.05,1
4638,20230703,4,1189328,1113426,75902,1010928,90,0.08,1
4642,20250104,3,546077,517829,28248,491469,3,0.15,1
4645,20231207,21,2198442,2063296,135146,1978597,46,0.04,1
4647,20191002,23,809344,664402,144942,687942,14,0.08,1
4649,20230507,2,1809882,1784244,25638,1538399,115,0.07,1
4650,20220704,21,770515,741560,28955,308205,98,0.07,1
4653,20230112,24,377839,311617,66222,226703,4,0.07,1
4654,20210808,3,2414831,2341697,73134,2052606,47,0.08,1
4656,20201010,14,1904802,1736536,168266,1333361,3,0.1,1
4659,20220402,22,1384211,1304578,79633,692105,19,0.14,1
4660,20201207,18,1852428,1747646,104782,1574563,22,0.08,1
4661,20250704,2,1519637,1431432,88205,1139727,54,0.02,1
4662,20240106,23,226656,85906,140750,181324,58,0.05,1
4663,20231112,16,2025542,1952473,73069,911493,32,0.05,1
4664,20220101,16,1908933,1800826,108107,1813486,35,0.04,1
4666,20250906,30,215818,214526,1292,205027,107,0.04,1
4667,20220706,13,2235552,2081924,153628,1117776,105,0.05,1
4668,20220312,6,1079918,1008833,71085,701946,57,0.06,1
4671,20220802,28,2136289,2029942,106347,1495402,59,0.07,1
4672,20230403,16,823363,674789,148574,452849,109,0.02,1
4673,20230510,29,1655352,1602578,52774,1489816,117,0.05,1
4674,20200910,14,1675227,1505598,169629,1172658,77,0.04,1
4676,20230310,25,1190328,1181889,8439,714196,71,0.05,1
4677,20210608,22,1537426,1388618,148808,1306812,103,0.07,1
4678,20201106,6,1277802,1192519,85283,830571,37,0.05,1
4679,20220810,2,1294414,1212467,81947,453044,103,0.07,1
4681,20230407,16,2498754,2413743,85011,1499252,85,0.03,1
4682,20220405,21,739890,714196,25694,554917,111,0.03,1
4683,20240308,7,437787,426918,10869,328340,90,0.06,1
4684,20240502,5,664785,632884,31901,598306,11,0.11,1
4687,20230312,3,444640,441341,3299,244552,57,0.05,1
4689,20240209,3,1835269,1719848,115421,642344,7,0.11,1
4690,20230808,27,1348315,1318859,29456,943820,15,0.07,1
4691,20240906,18,1273282,1265112,8170,1018625,66,0.05,1
4692,20230806,10,1651502,1624465,27037,743175,57,0.06,1
4693,20230807,4,2058689,1891289,167400,1338147,9,0.15,1
4695,20220401,12,360743,252376,108367,324668,20,0.15,1
4696,20191109,12,1345414,1252530,92884,739977,28,0.07,1
4699,20250112,28,1680793,1536450,144343,1512713,89,0.04,1
4704,20241111,22,1258278,1143648,114630,1132450,103,0.05,1
4706,20230310,13,2219097,2113689,105408,1553367,16,0.13,1
4708,20200207,27,2472364,2352338,120026,988945,110,0.06,1
4709,20220303,22,1234556,1146100,88456,1111100,10,0.14,1
4710,20240505,27,820309,648114,172195,451169,85,0.03,1
4711,20250506,3,218509,207989,10520,76478,28,0.11,1
4712,20190312,28,1687097,1547041,140056,1518387,107,0.06,1
4714,20230311,7,2481999,2364221,117778,1240999,112,0.04,1
4715,20230303,19,2258601,2121238,137363,2145670,98,0.04,1
4716,20201205,16,1834811,1746998,87813,642183,5,0.12,1
4717,20201205,26,527748,457294,70454,448585,74,0.05,1
4720,20240406,12,1186299,1094365,91934,1008354,68,0.06,1
4721,20200904,24,1255127,1196593,58534,878588,62,0.06,1
4722,20241112,4,2386158,2348491,37667,1551002,89,0.03,1
4723,20220610,5,1442806,1361166,81640,937823,67,0.08,1
4724,20241002,3,2463233,2369317,93916,1847424,96,0.07,1
4725,20240808,5,635093,581281,53812,444565,75,0.06,1
4726,20240307,16,786032,627005,159027,275111,64,0.06,1
4727,20231006,2,661810,535408,126402,330905,106,0.03,1
4728,20190312,1,1037260,994927,42333,363041,49,0.03,1
4731,20230501,23,1870565,1748143,122422,1402923,16,0.09,1
4732,20250104,5,1802892,1741522,61370,1081735,17,0.15,1
4734,20190510,29,2354569,2283854,70715,941827,70,0.05,1
4735,20190207,5,484837,389128,95709,218176,61,0.05,1
4736,20231101,16,1566423,1431196,135227,939853,40,0.02,1
4738,20220511,15,1714831,1599585,115246,1543347,37,0.08,1
4740,20221103,10,1124559,1099951,24608,506051,90,0.05,1
4741,20220304,18,532170,360552,171618,345910,102,0.08,1
4742,20250202,13,461391,343113,118278,415251,51,0.06,1
4744,20230611,7,816701,689647,127054,775865,45,0.07,1
4747,20210211,28,677530,578240,99290,474270,45,0.06,1
4749,20190911,25,379233,224433,154800,170654,9,0.1,1
4750,20200606,7,419498,373703,45795,398523,7,0.13,1
4751,20230907,21,1972683,1840583,132100,1183609,96,0.05,1
4753,20201004,29,2463218,2446985,16233,1354769,70,0.06,1
4754,20230911,27,582679,488750,93929,291339,94,0.06,1
4755,20231006,21,531673,413286,118387,425338,105,0.07,1
4756,20250210,3,2099667,2093043,6624,944850,78,0.06,1
4757,20220701,6,2264574,2154507,110067,792600,43,0.07,1
4758,20240506,22,1273186,1176052,97134,954889,77,0.07,1
4759,20250104,14,1934584,1797403,137181,870562,43,0.07,1
4760,20231205,29,1454277,1350046,104231,508996,69,0.03,1
4762,20200611,1,1252029,1101267,150762,1064224,24,0.06,1
4763,20200302,13,1039267,924871,114396,571596,89,0.04,1
4767,20230910,29,1071799,1060124,11675,911029,22,0.07,1
4771,20190809,20,416106,403242,12864,208053,20,0.14,1
4773,20220707,6,1516741,1457993,58748,1289229,82,0.04,1
4777,20191011,4,974487,958903,15584,877038,86,0.04,1
4779,20230905,24,1679981,1538307,141674,839990,59,0.07,1
4780,20240410,21,645044,609023,36021,580539,48,0.05,1
4781,20240708,3,290898,240407,50491,145449,43,0.04,1
4782,20191012,16,537817,505595,32222,376471,77,0.03,1
4783,20190809,28,753958,724666,29292,301583,88,0.06,1
4784,20240903,3,2273724,2209344,64380,2160037,110,0.06,1
4786,20220205,3,610767,450670,160097,396998,22,0.08,1
4787,20241004,21,1772582,1771763,819,1683952,19,0.13,1
4788,20230205,2,621986,447806,174180,590886,13,0.06,1
4790,20200502,7,221463,50540,170923,99658,113,0.07,1
4791,20190701,21,2021693,2006308,15385,1819523,74,0.07,1
4792,20230801,3,1605913,1469734,136179,1284730,75,0.08,1
4794,20191005,10,687420,564024,123396,549936,76,0.07,1
4795,20220507,12,2365087,2224463,140624,2246832,49,0.06,1
4796,20210409,25,502070,470672,31398,426759,76,0.04,1
4798,20201101,16,983849,810768,173081,393539,104,0.03,1
4800,20190408,5,866224,831826,34398,476423,12,0.07,1
4801,20221012,22,1235113,1179694,55419,679312,71,0.06,1
4804,20241002,19,2351017,2193460,157557,1645711,70,0.02,1
4805,20240812,5,816628,748122,68506,734965,89,0.04,1
4806,20230803,7,1574307,1563345,10962,708438,106,0.07,1
4807,20210208,3,956785,890637,66148,526231,21,0.09,1
