vehicle_id,brand,model,fuel_type,transmission,car_condition,is_premium_brand,manufacturing_year,vehicle_age,kms_driven
3277,Bmw,X1,Diesel,Manual,Poor,1,2012,14,61439
3278,Maruti,Baleno,Petrol,Automatic,Good,0,2020,6,144306
3279,Audi,A4,Petrol,Automatic,Excellent,1,2024,2,39164
3280,Hyundai,I20,Electric,Automatic,Excellent,0,2024,2,121164
3281,Tata,Nexon,Petrol,Manual,Poor,0,2012,14,134449
3282,Honda,Amaze,Petrol,Automatic,Poor,0,2016,10,106274
3283,Hyundai,I20,Diesel,Automatic,Poor,0,2012,14,193934
3284,Mahindra,Scorpio,Cng,Automatic,Good,0,2022,4,10136
3285,Tata,Nexon,Diesel,Automatic,Fair,0,2017,9,129876
3286,Bmw,X1,Petrol,Automatic,Good,1,2020,6,45270
3287,Hyundai,I20,Cng,Manual,Good,0,2021,5,138721
3288,Mahindra,Xuv500,Petrol,Manual,Fair,0,2019,7,165225
3289,Bmw,X3,Petrol,Automatic,Good,1,2022,4,88926
3290,Honda,City,Cng,Automatic,Fair,0,2018,8,90972
3291,Audi,A4,Cng,Automatic,Fair,1,2017,9,94315
3292,Mahindra,Xuv500,Cng,Manual,Fair,0,2018,8,178736
3293,Honda,Amaze,Cng,Automatic,Poor,0,2015,11,48444
3294,Mahindra,Xuv500,Petrol,Manual,Fair,0,2017,9,7951
3295,Mahindra,Xuv500,Petrol,Manual,Poor,0,2015,11,70410
3296,Hyundai,I20,Petrol,Automatic,Fair,0,2017,9,121258
3297,Mahindra,Scorpio,Petrol,Manual,Good,0,2022,4,8425
3298,Bmw,X3,Cng,Automatic,Fair,1,2019,7,12791
3299,Toyota,Fortuner,Cng,Manual,Excellent,0,2024,2,13595
3300,Audi,A4,Diesel,Manual,Excellent,1,2023,3,124153
3301,Bmw,X3,Diesel,Manual,Poor,1,2014,12,146086
3302,Hyundai,I20,Electric,Manual,Poor,0,2016,10,110193
3303,Toyota,Fortuner,Electric,Manual,Poor,0,2014,12,155474
3304,Honda,Amaze,Cng,Manual,Excellent,0,2024,2,120349
3305,Honda,City,Diesel,Manual,Good,0,2021,5,30811
3306,Toyota,Fortuner,Electric,Manual,Poor,0,2016,10,153097
3307,Honda,Amaze,Cng,Automatic,Excellent,0,2023,3,12349
3308,Hyundai,Verna,Cng,Manual,Poor,0,2012,14,67746
3309,Honda,Amaze,Petrol,Manual,Fair,0,2019,7,155910
3310,Mahindra,Scorpio,Diesel,Manual,Good,0,2022,4,40560
3311,Maruti,Swift,Cng,Automatic,Excellent,0,2023,3,59957
3312,Audi,Q3,Petrol,Automatic,Poor,1,2012,14,46361
3313,Audi,A4,Diesel,Automatic,Poor,1,2014,12,152394
3314,Bmw,X3,Cng,Automatic,Good,1,2022,4,19616
3315,Audi,Q3,Electric,Automatic,Good,1,2021,5,28424
3316,Bmw,X3,Electric,Automatic,Poor,1,2012,14,47996
3317,Honda,Amaze,Diesel,Automatic,Poor,0,2014,12,189013
3318,Audi,Q3,Cng,Automatic,Good,1,2022,4,74538
3319,Tata,Harrier,Diesel,Automatic,Good,0,2021,5,61636
3320,Toyota,Fortuner,Electric,Automatic,Excellent,0,2024,2,163677
3321,Bmw,X3,Cng,Automatic,Good,1,2022,4,87454
3322,Maruti,Baleno,Petrol,Automatic,Fair,0,2017,9,102388
3323,Honda,Amaze,Petrol,Automatic,Poor,0,2014,12,98191
3324,Audi,Q3,Cng,Automatic,Excellent,1,2023,3,94795
3325,Maruti,Wagonr,Cng,Manual,Fair,0,2019,7,48503
3326,Maruti,Swift,Petrol,Automatic,Excellent,0,2024,2,88867
3327,Toyota,Innova,Electric,Automatic,Poor,0,2014,12,64857
3328,Bmw,X3,Cng,Automatic,Fair,1,2019,7,124347
3329,Toyota,Innova,Diesel,Automatic,Good,0,2021,5,25329
3330,Honda,City,Petrol,Manual,Poor,0,2012,14,109678
3331,Audi,Q3,Diesel,Manual,Good,1,2021,5,45290
3332,Tata,Nexon,Electric,Automatic,Fair,0,2019,7,184932
3333,Bmw,X3,Electric,Automatic,Poor,1,2015,11,11713
3334,Toyota,Fortuner,Cng,Automatic,Poor,0,2016,10,124406
3335,Honda,Amaze,Cng,Manual,Poor,0,2014,12,123046
3336,Honda,City,Electric,Automatic,Good,0,2021,5,5833
3337,Bmw,X1,Electric,Automatic,Poor,1,2012,14,173277
3338,Toyota,Fortuner,Petrol,Automatic,Excellent,0,2023,3,148314
3339,Maruti,Swift,Diesel,Manual,Good,0,2020,6,192156
3340,Bmw,X1,Petrol,Automatic,Poor,1,2012,14,70471
3341,Maruti,Swift,Petrol,Manual,Fair,0,2017,9,155082
3342,Tata,Nexon,Cng,Manual,Fair,0,2018,8,17724
3343,Mahindra,Scorpio,Diesel,Manual,Poor,0,2016,10,115486
3344,Mahindra,Scorpio,Petrol,Manual,Fair,0,2018,8,172383
3345,Toyota,Innova,Petrol,Manual,Excellent,0,2023,3,128583
3346,Bmw,X3,Petrol,Automatic,Poor,1,2014,12,132591
3347,Bmw,X3,Cng,Manual,Poor,1,2015,11,153997
3348,Hyundai,I20,Electric,Automatic,Good,0,2021,5,170939
3349,Honda,Amaze,Diesel,Automatic,Good,0,2021,5,40742
3350,Hyundai,Creta,Electric,Manual,Fair,0,2019,7,127164
3351,Toyota,Innova,Electric,Manual,Poor,0,2014,12,165772
3352,Bmw,X1,Electric,Automatic,Fair,1,2018,8,158712
3353,Honda,City,Petrol,Automatic,Excellent,0,2023,3,71027
3354,Audi,A4,Cng,Automatic,Fair,1,2017,9,43561
3355,Maruti,Wagonr,Cng,Manual,Excellent,0,2023,3,107940
3356,Hyundai,Verna,Electric,Manual,Poor,0,2016,10,111515
3357,Mahindra,Xuv500,Electric,Manual,Fair,0,2017,9,162078
3358,Tata,Harrier,Diesel,Automatic,Excellent,0,2024,2,11663
3359,Hyundai,I20,Petrol,Manual,Poor,0,2016,10,16019
3360,Maruti,Wagonr,Petrol,Manual,Poor,0,2016,10,198782
3361,Audi,A4,Petrol,Automatic,Fair,1,2018,8,137218
3362,Tata,Nexon,Cng,Automatic,Excellent,0,2024,2,26904
3363,Bmw,X3,Cng,Manual,Excellent,1,2023,3,23955
3364,Mahindra,Xuv500,Petrol,Manual,Poor,0,2012,14,121255
3365,Tata,Harrier,Electric,Manual,Poor,0,2016,10,57955
3366,Bmw,X3,Diesel,Automatic,Poor,1,2012,14,124145
3367,Hyundai,I20,Cng,Automatic,Poor,0,2012,14,68168
3368,Toyota,Fortuner,Petrol,Automatic,Poor,0,2016,10,149568
3369,Mahindra,Scorpio,Cng,Manual,Poor,0,2016,10,25562
3370,Tata,Nexon,Cng,Manual,Poor,0,2015,11,186340
3371,Honda,City,Cng,Automatic,Poor,0,2012,14,138560
3372,Tata,Harrier,Petrol,Automatic,Excellent,0,2024,2,12569
3373,Honda,City,Petrol,Manual,Fair,0,2019,7,120516
3374,Hyundai,Verna,Electric,Automatic,Good,0,2022,4,159015
3375,Audi,A4,Petrol,Automatic,Excellent,1,2024,2,53707
3376,Audi,A4,Diesel,Manual,Fair,1,2018,8,196393
3377,Hyundai,Verna,Diesel,Automatic,Good,0,2020,6,199159
3378,Mahindra,Scorpio,Cng,Manual,Excellent,0,2023,3,98690
3379,Tata,Nexon,Petrol,Automatic,Poor,0,2012,14,78232
3380,Mahindra,Scorpio,Diesel,Manual,Good,0,2021,5,120615
3381,Hyundai,Creta,Electric,Automatic,Good,0,2020,6,141851
3382,Bmw,X1,Electric,Automatic,Poor,1,2016,10,145879
3383,Honda,City,Electric,Manual,Good,0,2021,5,71381
3384,Hyundai,Verna,Cng,Automatic,Fair,0,2019,7,73483
3385,Toyota,Fortuner,Petrol,Automatic,Fair,0,2018,8,120386
3386,Tata,Nexon,Petrol,Automatic,Fair,0,2019,7,62509
3387,Toyota,Innova,Diesel,Manual,Fair,0,2019,7,68097
3388,Tata,Nexon,Petrol,Automatic,Fair,0,2017,9,32787
3389,Toyota,Innova,Diesel,Automatic,Excellent,0,2023,3,157967
3390,Audi,Q3,Diesel,Automatic,Poor,1,2016,10,42392
3391,Tata,Harrier,Electric,Manual,Excellent,0,2023,3,127407
3392,Hyundai,Creta,Diesel,Automatic,Good,0,2021,5,118995
3393,Mahindra,Scorpio,Petrol,Manual,Good,0,2022,4,128475
3394,Maruti,Wagonr,Electric,Automatic,Poor,0,2013,13,50402
3395,Toyota,Innova,Petrol,Automatic,Poor,0,2014,12,92179
3396,Hyundai,Creta,Diesel,Manual,Excellent,0,2024,2,187568
3397,Tata,Harrier,Electric,Manual,Poor,0,2012,14,199676
3398,Hyundai,Creta,Electric,Automatic,Fair,0,2019,7,95668
3399,Mahindra,Scorpio,Diesel,Automatic,Good,0,2021,5,196768
3400,Maruti,Swift,Petrol,Manual,Poor,0,2015,11,84088
3401,Hyundai,I20,Cng,Automatic,Fair,0,2017,9,155528
3402,Maruti,Swift,Cng,Manual,Fair,0,2018,8,103991
3403,Maruti,Wagonr,Cng,Manual,Good,0,2020,6,49321
3404,Maruti,Wagonr,Cng,Manual,Poor,0,2016,10,183193
3405,Audi,Q3,Cng,Manual,Poor,1,2016,10,126724
3406,Audi,Q3,Petrol,Automatic,Poor,1,2015,11,58163
3407,Bmw,X3,Diesel,Manual,Poor,1,2016,10,122174
3408,Toyota,Fortuner,Cng,Automatic,Good,0,2021,5,9489
3409,Tata,Nexon,Electric,Automatic,Fair,0,2018,8,48869
3410,Honda,City,Petrol,Automatic,Excellent,0,2023,3,93222
3411,Mahindra,Xuv500,Electric,Automatic,Fair,0,2018,8,81938
3412,Audi,Q3,Diesel,Manual,Good,1,2022,4,129475
3413,Tata,Harrier,Cng,Manual,Good,0,2021,5,163464
3414,Maruti,Swift,Cng,Manual,Good,0,2022,4,190636
3415,Maruti,Swift,Petrol,Manual,Good,0,2022,4,107920
3416,Honda,City,Cng,Automatic,Poor,0,2012,14,102692
3417,Toyota,Fortuner,Petrol,Manual,Fair,0,2017,9,127104
3418,Mahindra,Xuv500,Diesel,Manual,Poor,0,2013,13,30636
3419,Tata,Harrier,Diesel,Manual,Fair,0,2019,7,16692
3420,Audi,Q3,Cng,Manual,Poor,1,2014,12,47531
3421,Hyundai,Verna,Petrol,Manual,Fair,0,2019,7,162419
3422,Mahindra,Xuv500,Cng,Automatic,Poor,0,2013,13,122256
3423,Maruti,Baleno,Cng,Automatic,Good,0,2022,4,197445
3424,Tata,Nexon,Electric,Manual,Fair,0,2019,7,99720
3425,Audi,A4,Electric,Automatic,Good,1,2022,4,69940
3426,Maruti,Wagonr,Petrol,Manual,Poor,0,2013,13,86056
3427,Honda,City,Diesel,Manual,Poor,0,2015,11,110591
3428,Mahindra,Xuv500,Petrol,Automatic,Excellent,0,2023,3,49852
3429,Mahindra,Scorpio,Cng,Automatic,Excellent,0,2024,2,94856
3430,Mahindra,Xuv500,Electric,Automatic,Good,0,2021,5,128961
3431,Audi,A4,Petrol,Automatic,Good,1,2020,6,7728
3432,Toyota,Fortuner,Diesel,Automatic,Fair,0,2019,7,134351
3433,Mahindra,Scorpio,Petrol,Automatic,Poor,0,2014,12,121998
3434,Mahindra,Scorpio,Diesel,Manual,Excellent,0,2023,3,164578
3435,Tata,Nexon,Petrol,Manual,Good,0,2022,4,188971
3436,Honda,Amaze,Cng,Automatic,Poor,0,2014,12,7393
3437,Maruti,Wagonr,Diesel,Automatic,Fair,0,2018,8,191108
3438,Honda,Amaze,Petrol,Manual,Good,0,2022,4,20427
3439,Mahindra,Xuv500,Cng,Automatic,Poor,0,2015,11,151217
3440,Mahindra,Xuv500,Petrol,Manual,Poor,0,2016,10,30172
3441,Toyota,Fortuner,Electric,Automatic,Good,0,2020,6,16931
3442,Maruti,Swift,Diesel,Manual,Good,0,2021,5,120922
3443,Honda,City,Petrol,Manual,Excellent,0,2023,3,62973
3444,Mahindra,Xuv500,Petrol,Manual,Excellent,0,2023,3,87119
3445,Audi,Q3,Cng,Manual,Excellent,1,2023,3,110575
3446,Mahindra,Scorpio,Diesel,Automatic,Excellent,0,2023,3,196555
3447,Maruti,Baleno,Diesel,Manual,Poor,0,2012,14,149786
3448,Maruti,Baleno,Electric,Automatic,Poor,0,2016,10,170258
3449,Audi,A4,Petrol,Manual,Poor,1,2013,13,44031
3450,Mahindra,Scorpio,Diesel,Automatic,Excellent,0,2024,2,75838
3451,Tata,Harrier,Petrol,Automatic,Good,0,2021,5,35464
3452,Hyundai,Creta,Electric,Automatic,Fair,0,2019,7,70830
3453,Hyundai,I20,Petrol,Manual,Fair,0,2017,9,95382
3454,Honda,Amaze,Cng,Automatic,Poor,0,2012,14,63631
3455,Maruti,Wagonr,Cng,Manual,Poor,0,2016,10,184617
3456,Hyundai,Creta,Diesel,Automatic,Poor,0,2012,14,182175
3457,Tata,Harrier,Electric,Manual,Good,0,2021,5,36844
3458,Audi,Q3,Cng,Automatic,Poor,1,2013,13,140478
3459,Audi,Q3,Electric,Automatic,Fair,1,2019,7,198578
3460,Maruti,Wagonr,Petrol,Automatic,Poor,0,2016,10,105999
3461,Mahindra,Scorpio,Diesel,Manual,Excellent,0,2023,3,54100
3462,Tata,Nexon,Electric,Automatic,Good,0,2022,4,70072
3463,Audi,Q3,Electric,Manual,Poor,1,2016,10,126163
3464,Hyundai,Verna,Diesel,Automatic,Poor,0,2014,12,35027
3465,Bmw,X3,Diesel,Automatic,Good,1,2021,5,26557
3466,Bmw,X3,Electric,Manual,Poor,1,2016,10,121543
3467,Maruti,Baleno,Petrol,Manual,Excellent,0,2024,2,44069
3468,Audi,A4,Cng,Manual,Poor,1,2015,11,181871
3469,Tata,Harrier,Diesel,Automatic,Excellent,0,2023,3,19692
3470,Honda,City,Electric,Manual,Good,0,2022,4,45325
3471,Mahindra,Scorpio,Diesel,Manual,Poor,0,2012,14,164649
3472,Tata,Nexon,Petrol,Manual,Good,0,2020,6,102774
3473,Tata,Harrier,Diesel,Automatic,Excellent,0,2023,3,153688
3474,Honda,Amaze,Petrol,Manual,Fair,0,2019,7,154752
3475,Maruti,Swift,Electric,Manual,Poor,0,2014,12,104284
3476,Toyota,Fortuner,Petrol,Automatic,Fair,0,2017,9,24157
3477,Tata,Nexon,Electric,Manual,Good,0,2020,6,7886
3478,Tata,Harrier,Petrol,Automatic,Excellent,0,2024,2,138240
3479,Honda,Amaze,Diesel,Manual,Poor,0,2015,11,179561
3480,Toyota,Innova,Petrol,Manual,Poor,0,2014,12,126315
3481,Hyundai,Verna,Petrol,Automatic,Poor,0,2013,13,52599
3482,Honda,Amaze,Cng,Automatic,Excellent,0,2024,2,134171
3483,Tata,Nexon,Diesel,Manual,Poor,0,2012,14,105510
3484,Bmw,X3,Petrol,Automatic,Poor,1,2012,14,118332
3485,Audi,A4,Diesel,Manual,Fair,1,2017,9,88864
3486,Honda,City,Diesel,Automatic,Poor,0,2013,13,104827
3487,Tata,Nexon,Electric,Manual,Fair,0,2017,9,102479
3488,Toyota,Innova,Electric,Manual,Poor,0,2012,14,176122
3489,Bmw,X1,Petrol,Automatic,Excellent,1,2023,3,37741
3490,Maruti,Wagonr,Petrol,Manual,Good,0,2020,6,80547
3491,Hyundai,I20,Cng,Manual,Fair,0,2019,7,109294
3492,Audi,Q3,Cng,Manual,Poor,1,2016,10,175508
3493,Honda,City,Cng,Manual,Poor,0,2012,14,190360
3494,Toyota,Fortuner,Cng,Automatic,Fair,0,2017,9,137764
3495,Bmw,X1,Petrol,Manual,Fair,1,2018,8,190444
3496,Hyundai,I20,Petrol,Automatic,Good,0,2020,6,111850
3497,Bmw,X1,Diesel,Manual,Poor,1,2012,14,126827
3498,Maruti,Wagonr,Electric,Automatic,Excellent,0,2024,2,13882
3499,Honda,Amaze,Diesel,Automatic,Poor,0,2016,10,56412
3500,Tata,Nexon,Diesel,Automatic,Good,0,2020,6,84326
3501,Maruti,Wagonr,Electric,Manual,Good,0,2021,5,133934
3502,Honda,Amaze,Diesel,Manual,Poor,0,2015,11,67342
3503,Honda,Amaze,Electric,Manual,Excellent,0,2024,2,20765
3504,Audi,Q3,Cng,Automatic,Poor,1,2015,11,183578
3505,Bmw,X1,Electric,Automatic,Poor,1,2015,11,190830
3506,Mahindra,Xuv500,Petrol,Manual,Good,0,2020,6,88469
3507,Tata,Nexon,Diesel,Automatic,Good,0,2021,5,11582
3508,Maruti,Baleno,Electric,Manual,Good,0,2020,6,161396
3509,Mahindra,Scorpio,Petrol,Manual,Poor,0,2016,10,93107
3510,Bmw,X1,Electric,Manual,Fair,1,2019,7,65914
3511,Audi,A4,Diesel,Manual,Poor,1,2013,13,128314
3512,Toyota,Innova,Electric,Automatic,Poor,0,2016,10,12903
3513,Honda,City,Diesel,Manual,Fair,0,2017,9,183118
3514,Honda,City,Diesel,Automatic,Excellent,0,2023,3,100388
3515,Mahindra,Xuv500,Cng,Automatic,Poor,0,2012,14,176922
3516,Honda,City,Electric,Automatic,Fair,0,2019,7,69222
3517,Audi,A4,Petrol,Manual,Fair,1,2019,7,183493
3518,Mahindra,Scorpio,Electric,Manual,Excellent,0,2024,2,68180
3519,Mahindra,Scorpio,Diesel,Automatic,Good,0,2020,6,176609
3520,Bmw,X3,Electric,Manual,Good,1,2022,4,121231
3521,Tata,Nexon,Petrol,Automatic,Poor,0,2015,11,52900
3522,Audi,Q3,Electric,Automatic,Poor,1,2015,11,159423
3523,Tata,Harrier,Electric,Manual,Poor,0,2016,10,49243
3524,Audi,Q3,Petrol,Automatic,Poor,1,2012,14,77522
3525,Honda,City,Electric,Automatic,Poor,0,2012,14,100536
3526,Hyundai,Verna,Diesel,Automatic,Poor,0,2014,12,58317
3527,Honda,Amaze,Electric,Automatic,Fair,0,2019,7,143290
3528,Audi,Q3,Cng,Manual,Good,1,2022,4,69707
3529,Maruti,Wagonr,Electric,Automatic,Poor,0,2016,10,11771
3530,Bmw,X1,Diesel,Manual,Fair,1,2019,7,67078
3531,Bmw,X1,Petrol,Automatic,Poor,1,2016,10,106374
3532,Bmw,X1,Electric,Manual,Good,1,2022,4,69658
3533,Bmw,X1,Petrol,Manual,Poor,1,2013,13,124434
3534,Bmw,X3,Petrol,Automatic,Good,1,2020,6,99095
3535,Bmw,X1,Diesel,Manual,Fair,1,2018,8,162356
3536,Mahindra,Scorpio,Electric,Automatic,Poor,0,2016,10,190682
3537,Audi,A4,Diesel,Manual,Fair,1,2018,8,47380
3538,Hyundai,Verna,Electric,Manual,Fair,0,2018,8,75559
3539,Mahindra,Xuv500,Petrol,Manual,Poor,0,2013,13,35467
3540,Mahindra,Scorpio,Cng,Automatic,Poor,0,2016,10,141159
3541,Mahindra,Scorpio,Diesel,Manual,Good,0,2022,4,12996
3542,Honda,City,Petrol,Automatic,Fair,0,2019,7,123700
3543,Toyota,Fortuner,Diesel,Automatic,Poor,0,2016,10,153505
3544,Tata,Nexon,Petrol,Automatic,Fair,0,2018,8,68556
3545,Honda,City,Electric,Manual,Good,0,2022,4,111635
3546,Audi,A4,Cng,Automatic,Good,1,2020,6,108696
3547,Toyota,Innova,Cng,Automatic,Excellent,0,2024,2,23207
3548,Audi,Q3,Electric,Automatic,Good,1,2022,4,159559
3549,Tata,Nexon,Diesel,Manual,Fair,0,2019,7,29886
3550,Toyota,Innova,Electric,Automatic,Poor,0,2012,14,77514
3551,Maruti,Swift,Petrol,Automatic,Excellent,0,2024,2,54276
3552,Hyundai,Creta,Petrol,Automatic,Poor,0,2012,14,195375
3553,Mahindra,Scorpio,Electric,Manual,Poor,0,2012,14,75754
3554,Maruti,Swift,Petrol,Manual,Fair,0,2017,9,143211
3555,Maruti,Swift,Diesel,Automatic,Poor,0,2016,10,9017
3556,Hyundai,Verna,Diesel,Manual,Excellent,0,2023,3,95400
3557,Honda,City,Petrol,Automatic,Fair,0,2019,7,118259
3558,Maruti,Baleno,Petrol,Automatic,Good,0,2021,5,94123
3559,Tata,Nexon,Diesel,Automatic,Good,0,2022,4,6148
3560,Mahindra,Scorpio,Electric,Automatic,Excellent,0,2023,3,147750
3561,Bmw,X1,Electric,Automatic,Poor,1,2012,14,189313
3562,Maruti,Wagonr,Petrol,Manual,Poor,0,2013,13,77871
3563,Honda,City,Electric,Automatic,Poor,0,2016,10,93916
3564,Audi,Q3,Electric,Automatic,Poor,1,2012,14,18798
3565,Toyota,Innova,Petrol,Manual,Fair,0,2018,8,46573
3566,Hyundai,Creta,Petrol,Manual,Poor,0,2013,13,155150
3567,Hyundai,I20,Electric,Manual,Good,0,2021,5,117212
3568,Tata,Harrier,Cng,Automatic,Good,0,2020,6,152272
3569,Audi,Q3,Electric,Manual,Poor,1,2013,13,62027
3570,Mahindra,Xuv500,Diesel,Automatic,Poor,0,2016,10,107841
3571,Honda,City,Electric,Automatic,Excellent,0,2023,3,27747
3572,Maruti,Baleno,Petrol,Manual,Good,0,2020,6,151394
3573,Hyundai,Creta,Diesel,Manual,Excellent,0,2023,3,176643
3574,Bmw,X3,Cng,Manual,Fair,1,2019,7,152430
3575,Bmw,X3,Diesel,Manual,Fair,1,2017,9,21186
3576,Bmw,X3,Electric,Manual,Poor,1,2014,12,137609
3577,Honda,City,Cng,Manual,Excellent,0,2023,3,28403
3578,Honda,Amaze,Cng,Automatic,Good,0,2021,5,39228
3579,Mahindra,Xuv500,Cng,Manual,Poor,0,2013,13,57439
3580,Hyundai,Verna,Cng,Manual,Excellent,0,2023,3,52387
3581,Bmw,X1,Cng,Manual,Fair,1,2017,9,195084
3582,Mahindra,Xuv500,Electric,Manual,Good,0,2021,5,29621
3583,Toyota,Innova,Electric,Automatic,Fair,0,2017,9,114379
3584,Audi,A4,Diesel,Manual,Good,1,2022,4,21039
3585,Honda,Amaze,Petrol,Manual,Excellent,0,2023,3,126596
3586,Maruti,Wagonr,Cng,Manual,Fair,0,2019,7,79229
3587,Audi,Q3,Diesel,Automatic,Fair,1,2017,9,126006
3588,Audi,Q3,Petrol,Manual,Poor,1,2016,10,37713
3589,Bmw,X1,Electric,Automatic,Poor,1,2015,11,170442
3590,Bmw,X1,Petrol,Manual,Poor,1,2013,13,129876
3591,Audi,Q3,Cng,Automatic,Poor,1,2016,10,22252
3592,Audi,A4,Electric,Manual,Poor,1,2015,11,190195
3593,Bmw,X3,Electric,Automatic,Poor,1,2012,14,181742
3594,Mahindra,Scorpio,Diesel,Manual,Good,0,2020,6,118566
3595,Mahindra,Scorpio,Cng,Manual,Good,0,2020,6,146338
3596,Tata,Nexon,Electric,Manual,Fair,0,2017,9,183310
3597,Bmw,X3,Diesel,Automatic,Poor,1,2013,13,171168
3598,Honda,Amaze,Diesel,Manual,Excellent,0,2023,3,150704
3599,Toyota,Innova,Petrol,Manual,Good,0,2021,5,88277
3600,Toyota,Fortuner,Electric,Automatic,Excellent,0,2023,3,139923
3601,Hyundai,Verna,Electric,Automatic,Poor,0,2012,14,13375
3602,Bmw,X1,Electric,Automatic,Poor,1,2014,12,84087
3603,Hyundai,Creta,Electric,Automatic,Excellent,0,2024,2,172875
3604,Bmw,X1,Electric,Automatic,Good,1,2021,5,150191
3605,Audi,A4,Cng,Manual,Poor,1,2015,11,144392
3606,Audi,A4,Cng,Automatic,Excellent,1,2024,2,191482
3607,Hyundai,Creta,Electric,Manual,Good,0,2022,4,134420
3608,Mahindra,Scorpio,Cng,Manual,Fair,0,2018,8,168174
3609,Tata,Nexon,Diesel,Automatic,Good,0,2021,5,151577
3610,Tata,Harrier,Diesel,Automatic,Excellent,0,2024,2,77189
3611,Audi,Q3,Cng,Manual,Fair,1,2017,9,18024
3612,Bmw,X1,Electric,Automatic,Good,1,2021,5,52061
3613,Audi,A4,Petrol,Manual,Poor,1,2015,11,135778
3614,Hyundai,Creta,Electric,Manual,Poor,0,2014,12,59005
3615,Maruti,Swift,Diesel,Automatic,Good,0,2021,5,124245
3616,Mahindra,Scorpio,Diesel,Manual,Fair,0,2018,8,36147
3617,Audi,Q3,Petrol,Manual,Excellent,1,2024,2,177424
3618,Bmw,X3,Electric,Automatic,Good,1,2022,4,34036
3619,Honda,Amaze,Cng,Automatic,Good,0,2020,6,33841
3620,Tata,Nexon,Petrol,Manual,Poor,0,2013,13,113064
3621,Bmw,X3,Petrol,Automatic,Fair,1,2018,8,113767
3622,Honda,City,Cng,Automatic,Poor,0,2016,10,84192
3623,Audi,Q3,Electric,Manual,Excellent,1,2023,3,35586
3624,Toyota,Innova,Diesel,Automatic,Poor,0,2012,14,194421
3625,Maruti,Wagonr,Cng,Automatic,Fair,0,2018,8,162357
3626,Hyundai,I20,Petrol,Automatic,Fair,0,2017,9,196798
3627,Mahindra,Scorpio,Petrol,Manual,Good,0,2021,5,5301
3628,Audi,A4,Diesel,Automatic,Good,1,2020,6,59263
3629,Honda,City,Cng,Manual,Good,0,2020,6,58178
3630,Toyota,Fortuner,Cng,Automatic,Good,0,2021,5,9006
3631,Honda,Amaze,Diesel,Automatic,Poor,0,2012,14,77782
3632,Mahindra,Scorpio,Cng,Manual,Poor,0,2016,10,147588
3633,Hyundai,Creta,Diesel,Manual,Good,0,2022,4,165283
3634,Maruti,Swift,Diesel,Automatic,Fair,0,2019,7,56839
3635,Hyundai,I20,Diesel,Automatic,Poor,0,2014,12,22371
3636,Tata,Harrier,Electric,Automatic,Poor,0,2013,13,93113
3637,Bmw,X3,Diesel,Manual,Poor,1,2014,12,127359
3638,Maruti,Swift,Diesel,Manual,Fair,0,2017,9,159865
3639,Mahindra,Scorpio,Cng,Automatic,Poor,0,2012,14,33135
3640,Hyundai,Creta,Electric,Manual,Fair,0,2019,7,137336
3641,Hyundai,Verna,Petrol,Automatic,Poor,0,2016,10,5653
3642,Hyundai,Creta,Cng,Automatic,Poor,0,2013,13,160447
3643,Hyundai,Verna,Electric,Manual,Fair,0,2018,8,151630
3644,Toyota,Fortuner,Electric,Manual,Poor,0,2012,14,35123
3645,Audi,A4,Electric,Automatic,Poor,1,2016,10,19679
3646,Toyota,Innova,Cng,Automatic,Good,0,2022,4,106286
3647,Honda,Amaze,Diesel,Automatic,Good,0,2022,4,36718
3648,Maruti,Wagonr,Cng,Automatic,Fair,0,2019,7,115679
3649,Toyota,Innova,Cng,Manual,Poor,0,2013,13,143163
3650,Tata,Nexon,Cng,Manual,Poor,0,2014,12,131216
3651,Tata,Nexon,Electric,Manual,Good,0,2022,4,27181
3652,Hyundai,Creta,Cng,Manual,Poor,0,2012,14,102751
3653,Maruti,Baleno,Cng,Manual,Excellent,0,2024,2,164849
3654,Mahindra,Xuv500,Petrol,Manual,Fair,0,2017,9,60931
3655,Audi,Q3,Cng,Automatic,Fair,1,2018,8,123453
3656,Honda,Amaze,Petrol,Manual,Poor,0,2015,11,159805
3657,Honda,Amaze,Diesel,Automatic,Poor,0,2015,11,112311
3658,Hyundai,Creta,Petrol,Automatic,Good,0,2022,4,30929
3659,Bmw,X3,Diesel,Automatic,Poor,1,2014,12,146638
3660,Hyundai,I20,Diesel,Manual,Good,0,2021,5,110956
3661,Maruti,Wagonr,Electric,Manual,Poor,0,2015,11,196479
3662,Audi,A4,Petrol,Automatic,Excellent,1,2024,2,101937
3663,Toyota,Innova,Cng,Manual,Excellent,0,2023,3,41815
3664,Honda,Amaze,Cng,Automatic,Excellent,0,2024,2,88964
3665,Toyota,Innova,Electric,Automatic,Fair,0,2019,7,96502
3666,Honda,City,Electric,Manual,Good,0,2021,5,23981
3667,Tata,Nexon,Electric,Manual,Poor,0,2012,14,105293
3668,Maruti,Wagonr,Diesel,Automatic,Poor,0,2015,11,52244
3669,Honda,City,Petrol,Manual,Good,0,2022,4,167844
3670,Honda,City,Diesel,Manual,Poor,0,2012,14,29280
3671,Maruti,Swift,Petrol,Automatic,Poor,0,2012,14,53541
3672,Toyota,Fortuner,Cng,Manual,Poor,0,2013,13,88130
3673,Audi,A4,Diesel,Automatic,Fair,1,2017,9,91065
