transaction_id,car_id,brand,model,manufacturing_year,car_age,fuel_type,transmission,kms_driven,listed_price,sold_price,price_difference,seller_city,seller_state,listing_date,sold_date,days_on_platform,sold_month,sold_year,is_premium_brand,car_condition,seller_rating,customer_segment,expected_market_price,price_bucket,conversion_rate,is_festive_season,sold_month_name,sold_month_num,sale_flag
4378,7179,Tata,Nexon,2016,9,Petrol,Automatic,129282,411084,250680,160404,Chandigarh,Punjab,04-02-2024,20-04-2019,116,5,2024,0,Poor,4.5,Budget,226096,Low,0.03,0,Apr,4,1
4379,3198,Bmw,X3,2024,1,Cng,Automatic,97717,535610,362416,173194,Pune,Maharashtra,23-11-2021,27-03-2023,88,2,2022,1,Excellent,4.8,Budget,508829,Low,0.03,0,Mar,3,1
4380,8818,Bmw,X3,2018,7,Electric,Manual,45151,1531731,1383092,148639,Chandigarh,Karnataka,03-12-2021,09-11-2020,75,2,2022,1,Fair,4.7,Premium,995625,High,0.05,0,Nov,11,1
4381,1786,Bmw,X1,2021,4,Petrol,Manual,94862,1700030,1586675,113355,Mumbai,Delhi,14-04-2023,14-11-2023,45,5,2023,1,Good,4.8,Premium,1360024,High,0.04,0,Nov,11,1
4382,2643,Toyota,Innova,2016,9,Petrol,Automatic,138637,854308,678770,175538,Delhi,Maharashtra,04-07-2024,03-07-2024,16,7,2024,0,Poor,4.7,Mid,469869,Medium,0.05,0,Jul,7,1
4383,1676,Audi,A4,2023,2,Petrol,Automatic,116183,2423363,2294305,129058,Bangalore,Punjab,15-11-2020,09-12-2023,40,12,2020,1,Excellent,4.4,Premium,2181026,High,0.07,0,Dec,12,1
4384,3673,Toyota,Fortuner,2015,10,Petrol,Automatic,173263,2312379,2302579,9800,Delhi,Punjab,23-10-2022,01-09-2025,25,11,2022,0,Poor,3.6,Premium,1156189,High,0.15,1,Sep,9,1
4385,1522,Honda,City,2015,10,Petrol,Manual,113708,2412952,2236127,176825,Bangalore,Karnataka,14-05-2019,10-12-2025,42,6,2019,0,Poor,4.6,Premium,1206476,High,0.02,0,Dec,12,1
4386,7368,Hyundai,Verna,2018,7,Diesel,Manual,14905,1849513,1847218,2295,Delhi,Karnataka,14-08-2020,28-12-2020,92,11,2020,0,Fair,4.4,Premium,1202183,High,0.06,1,Dec,12,1
4387,8694,Bmw,X3,2017,8,Petrol,Automatic,47009,2356756,2303639,53117,Pune,Delhi,01-04-2019,06-03-2019,63,6,2019,1,Fair,4.6,Premium,1414053,High,0.03,0,Mar,3,1
4388,3696,Audi,A4,2016,9,Petrol,Automatic,20127,1033734,1007277,26457,Delhi,Delhi,21-04-2019,07-12-2019,82,7,2019,1,Poor,4.5,Mid,568553,Medium,0.07,0,Dec,12,1
4389,3601,Toyota,Innova,2012,13,Cng,Automatic,38482,2261380,2255216,6164,Jaipur,Delhi,27-05-2024,21-05-2025,81,8,2024,0,Poor,3.8,Premium,791483,High,0.07,0,May,5,1
4390,1991,Toyota,Innova,2014,11,Petrol,Automatic,25233,1620736,1541926,78810,Chandigarh,Rajasthan,01-08-2023,08-10-2020,90,10,2023,0,Poor,3.5,Premium,729331,High,0.04,1,Oct,10,1
4391,7092,Maruti,Wagonr,2022,3,Electric,Manual,85360,1926632,1779786,146846,Jaipur,Maharashtra,01-04-2022,14-03-2021,15,4,2022,0,Good,3.4,Premium,1637637,High,0.06,0,Mar,3,1
4392,8480,Honda,City,2019,6,Electric,Manual,72925,843975,672460,171515,Delhi,Maharashtra,09-01-2021,02-03-2021,25,2,2021,0,Fair,3.9,Mid,590782,Medium,0.06,0,Mar,3,1
4393,9022,Honda,Amaze,2019,6,Petrol,Manual,62160,536922,422921,114001,Chandigarh,Delhi,26-10-2020,02-03-2021,100,2,2021,0,Fair,4.8,Budget,375845,Low,0.04,0,Mar,3,1
4394,3269,Tata,Nexon,2021,4,Cng,Manual,71338,510513,438321,72192,Pune,Maharashtra,06-10-2024,15-03-2025,24,10,2024,0,Good,4.3,Budget,408410,Low,0.07,1,Mar,3,1
4395,1496,Bmw,X3,2020,5,Diesel,Automatic,175626,1269063,1170520,98543,Chandigarh,Maharashtra,11-03-2019,07-03-2019,114,7,2019,1,Good,4.9,Mid,951797,Medium,0.07,0,Mar,3,1
4396,5599,Honda,Amaze,2022,3,Petrol,Manual,179102,1075134,900501,174633,Bangalore,Punjab,07-08-2019,19-09-2019,9,8,2019,0,Good,3.5,Mid,913863,Medium,0.06,0,Sep,9,1
4397,3993,Honda,City,2015,10,Diesel,Manual,142098,1402378,1277454,124924,Bangalore,Delhi,08-01-2025,03-03-2025,54,3,2025,0,Poor,3.2,Premium,701189,High,0.06,0,Mar,3,1
4398,7795,Mahindra,Xuv500,2017,8,Cng,Automatic,38476,938275,884686,53589,Pune,Karnataka,23-04-2020,05-08-2020,15,5,2020,0,Fair,3.2,Mid,562965,Medium,0.06,0,Aug,8,1
4399,1337,Bmw,X1,2016,9,Diesel,Manual,17029,2178819,2036551,142268,Mumbai,Maharashtra,03-08-2024,20-10-2023,75,10,2024,1,Poor,4.6,Premium,1198350,High,0.03,1,Oct,10,1
4400,4567,Hyundai,I20,2024,1,Cng,Automatic,105730,2230116,2069751,160365,Mumbai,Karnataka,06-11-2023,24-09-2021,12,11,2023,0,Excellent,4.7,Premium,2118610,High,0.06,1,Sep,9,1
4401,9956,Toyota,Innova,2020,5,Electric,Manual,51688,551529,390586,160943,Pune,Rajasthan,07-03-2022,14-12-2021,46,4,2022,0,Good,4.5,Budget,413646,Low,0.06,0,Dec,12,1
4402,9063,Tata,Harrier,2020,5,Diesel,Manual,68577,485219,427580,57639,Pune,Punjab,11-09-2023,19-11-2023,95,12,2023,0,Good,4,Budget,363914,Low,0.04,0,Nov,11,1
4403,7204,Maruti,Baleno,2016,9,Diesel,Automatic,73612,214779,133893,80886,Bangalore,Delhi,27-03-2024,06-02-2024,67,6,2024,0,Poor,3.4,Budget,118128,Low,0.03,0,Feb,2,1
4404,4844,Toyota,Innova,2019,6,Petrol,Automatic,72626,968535,943893,24642,Delhi,Karnataka,20-04-2020,01-08-2025,27,5,2020,0,Fair,4.6,Mid,677974,Medium,0.08,0,Aug,8,1
4405,8023,Hyundai,I20,2020,5,Petrol,Automatic,143169,672540,555208,117332,Pune,Maharashtra,28-01-2020,24-11-2025,51,3,2020,0,Good,3.9,Mid,504405,Medium,0.04,0,Nov,11,1
4406,6584,Toyota,Innova,2016,9,Electric,Automatic,115779,695885,592140,103745,Pune,Delhi,21-01-2024,08-06-2025,5,1,2024,0,Poor,4.3,Mid,382736,Medium,0.06,0,Jun,6,1
4407,2986,Bmw,X1,2020,5,Petrol,Manual,190722,1396005,1278200,117805,Jaipur,Punjab,22-09-2024,10-02-2024,10,10,2024,1,Good,3.7,Premium,1047003,High,0.11,1,Feb,2,1
4408,4551,Hyundai,Creta,2023,2,Electric,Manual,153105,716932,537357,179575,Mumbai,Maharashtra,26-05-2019,03-11-2023,90,8,2019,0,Excellent,3.5,Mid,645238,Medium,0.07,0,Nov,11,1
4409,3486,Audi,A4,2022,3,Petrol,Manual,78339,871567,700189,171378,Delhi,Maharashtra,26-04-2023,03-07-2024,90,7,2023,1,Good,4.8,Mid,740831,Medium,0.04,0,Jul,7,1
4410,3526,Maruti,Wagonr,2019,6,Diesel,Manual,43820,784218,707717,76501,Delhi,Maharashtra,07-12-2022,01-03-2025,20,12,2022,0,Fair,4.4,Mid,548952,Medium,0.08,0,Mar,3,1
4411,3764,Mahindra,Scorpio,2012,13,Electric,Automatic,89710,357156,300593,56563,Mumbai,Delhi,06-07-2019,03-03-2024,51,8,2019,0,Poor,4.7,Budget,125004,Low,0.06,0,Mar,3,1
4412,2684,Toyota,Innova,2019,6,Electric,Manual,71715,760787,623026,137761,Bangalore,Maharashtra,09-11-2023,27-08-2025,104,2,2024,0,Fair,3.9,Mid,532550,Medium,0.07,0,Aug,8,1
4413,5468,Toyota,Innova,2016,9,Cng,Manual,187565,1991152,1973389,17763,Jaipur,Maharashtra,12-04-2022,13-02-2023,14,4,2022,0,Poor,4.5,Premium,1095133,High,0.09,0,Feb,2,1
4414,2192,Hyundai,Creta,2015,10,Cng,Manual,90757,2445845,2365822,80023,Delhi,Delhi,12-08-2021,10-12-2021,61,10,2021,0,Poor,3.4,Premium,1222922,High,0.04,1,Dec,12,1
4415,1937,Bmw,X1,2021,4,Cng,Automatic,186727,1989488,1850126,139362,Mumbai,Delhi,13-05-2021,08-08-2021,87,8,2021,1,Good,3.8,Premium,1591590,High,0.03,0,Aug,8,1
4416,3270,Hyundai,Verna,2013,12,Electric,Automatic,107814,1209730,1130468,79262,Chandigarh,Karnataka,13-12-2019,03-10-2020,88,3,2020,0,Poor,4.4,Mid,483891,Medium,0.07,0,Oct,10,1
4417,9326,Bmw,X3,2021,4,Cng,Automatic,168584,1603100,1447806,155294,Pune,Maharashtra,20-10-2024,26-01-2022,32,11,2024,1,Good,4.1,Premium,1282480,High,0.03,1,Jan,1,1
4418,9242,Mahindra,Scorpio,2017,8,Diesel,Automatic,180446,1040012,910085,129927,Chandigarh,Delhi,16-04-2023,08-12-2023,118,8,2023,0,Fair,3.6,Mid,624007,Medium,0.03,0,Dec,12,1
4419,1300,Mahindra,Xuv500,2024,1,Electric,Manual,64147,2423430,2348116,75314,Pune,Maharashtra,06-01-2023,30-03-2024,110,4,2023,0,Excellent,3.8,Premium,2302258,High,0.08,0,Mar,3,1
4420,2780,Hyundai,Verna,2016,9,Electric,Automatic,113745,886942,741192,145750,Jaipur,Punjab,23-12-2021,25-09-2024,64,2,2022,0,Poor,4.2,Mid,487818,Medium,0.07,0,Sep,9,1
4421,9456,Honda,City,2017,8,Electric,Automatic,148167,980523,864988,115535,Mumbai,Rajasthan,10-10-2021,11-02-2021,23,11,2021,0,Fair,3.8,Mid,588313,Medium,0.1,1,Feb,2,1
4422,9951,Tata,Harrier,2022,3,Petrol,Automatic,92082,1876074,1730871,145203,Bangalore,Karnataka,31-03-2022,06-08-2022,69,6,2022,0,Good,4.5,Premium,1594662,High,0.05,0,Aug,8,1
4423,9539,Tata,Harrier,2019,6,Petrol,Automatic,169721,1750425,1654261,96164,Jaipur,Maharashtra,27-09-2022,11-10-2021,59,11,2022,0,Fair,3.8,Premium,1225297,High,0.04,1,Oct,10,1
4424,6355,Mahindra,Xuv500,2015,10,Petrol,Manual,97177,2405320,2368838,36482,Bangalore,Karnataka,07-10-2023,01-07-2024,92,1,2024,0,Poor,3.9,Premium,1202660,High,0.04,0,Jul,7,1
4425,3149,Honda,Amaze,2016,9,Cng,Manual,95827,521360,359556,161804,Bangalore,Punjab,10-11-2020,12-12-2020,32,12,2020,0,Poor,3.5,Budget,286748,Low,0.06,0,Dec,12,1
4426,4489,Toyota,Fortuner,2021,4,Cng,Manual,189145,2090987,2000488,90499,Chandigarh,Punjab,01-06-2022,07-12-2022,41,7,2022,0,Good,4.4,Premium,1672789,High,0.06,0,Dec,12,1
4427,8553,Tata,Nexon,2019,6,Electric,Automatic,97796,1211674,1034546,177128,Chandigarh,Rajasthan,16-05-2021,13-10-2023,5,5,2021,0,Fair,3.2,Mid,848171,Medium,0.13,0,Oct,10,1
4428,2307,Honda,Amaze,2018,7,Petrol,Automatic,146699,1567796,1497202,70594,Bangalore,Maharashtra,11-02-2019,04-07-2019,55,4,2019,0,Fair,4.4,Premium,1019067,High,0.08,0,Jul,7,1
4429,1077,Audi,A4,2017,8,Cng,Automatic,186231,2095531,2023292,72239,Jaipur,Karnataka,21-09-2024,01-08-2025,109,1,2025,1,Fair,3.8,Premium,1257318,High,0.06,0,Aug,8,1
4430,7669,Audi,A4,2014,11,Electric,Manual,152599,689140,531994,157146,Chandigarh,Punjab,12-02-2020,04-10-2020,58,4,2020,1,Poor,4.6,Mid,310112,Medium,0.08,0,Oct,10,1
4431,4448,Hyundai,Creta,2012,13,Diesel,Automatic,58215,457879,389827,68052,Chandigarh,Delhi,23-05-2019,07-12-2024,22,6,2019,0,Poor,3.3,Budget,160257,Low,0.06,0,Dec,12,1
4432,1755,Honda,City,2012,13,Diesel,Automatic,139847,554589,409350,145239,Pune,Delhi,31-10-2020,17-02-2023,46,12,2020,0,Poor,4.4,Budget,194106,Low,0.06,0,Feb,2,1
4433,3430,Mahindra,Scorpio,2024,1,Electric,Automatic,185053,215945,119088,96857,Jaipur,Karnataka,20-08-2020,10-04-2020,45,10,2020,0,Excellent,4.9,Budget,205147,Low,0.05,1,Apr,4,1
4434,3559,Honda,City,2015,10,Diesel,Automatic,171693,365228,245656,119572,Delhi,Maharashtra,17-03-2019,14-11-2019,64,5,2019,0,Poor,4.1,Budget,182614,Low,0.06,0,Nov,11,1
4435,4929,Maruti,Swift,2022,3,Petrol,Automatic,151358,1478749,1471596,7153,Delhi,Maharashtra,08-04-2020,03-11-2024,41,5,2020,0,Good,3.6,Premium,1256936,High,0.02,0,Nov,11,1
4436,7214,Audi,Q3,2019,6,Petrol,Manual,149388,959507,844407,115100,Pune,Maharashtra,27-04-2022,17-10-2024,18,5,2022,1,Fair,4.8,Mid,671654,Medium,0.12,0,Oct,10,1
4437,4215,Mahindra,Scorpio,2021,4,Cng,Manual,159666,1373644,1267922,105722,Jaipur,Karnataka,26-06-2024,04-12-2021,116,10,2024,0,Good,4.8,Premium,1098915,High,0.04,1,Dec,12,1
4438,4102,Hyundai,I20,2023,2,Petrol,Automatic,86624,1650334,1516479,133855,Mumbai,Maharashtra,29-11-2019,06-08-2024,57,1,2020,0,Excellent,4.4,Premium,1485300,High,0.04,0,Aug,8,1
4439,9260,Maruti,Swift,2014,11,Diesel,Manual,5530,1718033,1613710,104323,Bangalore,Delhi,18-07-2024,29-09-2023,13,7,2024,0,Poor,3.7,Premium,773114,High,0.11,0,Sep,9,1
4440,3973,Maruti,Baleno,2019,6,Cng,Manual,92004,242972,227619,15353,Jaipur,Maharashtra,08-11-2020,12-09-2020,31,12,2020,0,Fair,3.6,Budget,170080,Low,0.04,0,Sep,9,1
4441,1574,Toyota,Innova,2022,3,Petrol,Manual,182426,1240825,1235931,4894,Mumbai,Rajasthan,10-06-2020,01-06-2022,11,6,2020,0,Good,4.3,Premium,1054701,High,0.07,0,Jun,6,1
4442,7827,Maruti,Swift,2022,3,Diesel,Automatic,19472,1420639,1277970,142669,Chandigarh,Punjab,18-08-2020,18-01-2022,66,10,2020,0,Good,4.5,Premium,1207543,High,0.05,1,Jan,1,1
4443,5914,Bmw,X1,2013,12,Electric,Automatic,141395,407114,302238,104876,Delhi,Maharashtra,08-02-2024,05-09-2024,91,5,2024,1,Poor,3.9,Budget,162845,Low,0.07,0,Sep,9,1
4444,1745,Tata,Harrier,2015,10,Diesel,Automatic,50020,2407665,2311453,96212,Chandigarh,Maharashtra,13-01-2024,20-10-2020,13,1,2024,0,Poor,4.5,Premium,1203832,High,0.12,0,Oct,10,1
4445,4532,Tata,Nexon,2022,3,Diesel,Automatic,155952,437824,258587,179237,Jaipur,Delhi,13-12-2023,20-03-2025,107,3,2024,0,Good,4.7,Budget,372150,Low,0.07,0,Mar,3,1
4446,3547,Mahindra,Xuv500,2015,10,Cng,Automatic,74910,2353191,2178626,174565,Bangalore,Delhi,27-03-2022,04-03-2022,7,4,2022,0,Poor,4.3,Premium,1176595,High,0.08,0,Mar,3,1
4447,2816,Hyundai,I20,2014,11,Cng,Automatic,90050,1313556,1142722,170834,Mumbai,Maharashtra,14-05-2020,09-03-2020,112,9,2020,0,Poor,4.1,Mid,591100,Medium,0.05,0,Mar,3,1
4448,4792,Audi,A4,2023,2,Petrol,Manual,7579,283749,136096,147653,Bangalore,Karnataka,13-04-2019,12-09-2023,42,5,2019,1,Excellent,4.4,Budget,255374,Low,0.07,0,Sep,9,1
4449,9490,Maruti,Swift,2024,1,Diesel,Manual,172650,686034,519221,166813,Jaipur,Maharashtra,20-02-2021,14-08-2019,26,3,2021,0,Excellent,3.5,Mid,651732,Medium,0.12,0,Aug,8,1
4450,6132,Toyota,Innova,2024,1,Cng,Automatic,142233,1203551,1140952,62599,Mumbai,Maharashtra,17-03-2020,16-07-2020,3,3,2020,0,Excellent,4.2,Mid,1143373,Medium,0.09,0,Jul,7,1
4451,4572,Audi,A4,2020,5,Electric,Manual,184778,1436333,1336556,99777,Jaipur,Punjab,21-07-2023,11-02-2023,104,11,2023,1,Good,3.4,Premium,1077249,High,0.07,1,Feb,2,1
4452,4600,Audi,Q3,2015,10,Electric,Manual,64583,523019,433761,89258,Jaipur,Punjab,08-01-2020,11-12-2024,6,1,2020,1,Poor,4.7,Budget,261509,Low,0.08,0,Dec,12,1
4453,1999,Tata,Nexon,2022,3,Diesel,Automatic,168184,526269,497163,29106,Jaipur,Punjab,21-04-2022,03-09-2022,53,6,2022,0,Good,3.8,Budget,447328,Low,0.04,0,Sep,9,1
4454,5399,Maruti,Baleno,2024,1,Electric,Automatic,199142,970731,916349,54382,Chandigarh,Delhi,04-05-2022,04-07-2025,112,8,2022,0,Excellent,4.3,Mid,922194,Medium,0.04,0,Jul,7,1
4455,2957,Audi,A4,2021,4,Electric,Manual,48685,1939885,1826273,113612,Chandigarh,Delhi,25-09-2022,10-04-2022,9,10,2022,1,Good,3.6,Premium,1551908,High,0.06,1,Apr,4,1
4456,6762,Hyundai,Creta,2024,1,Petrol,Automatic,139664,2102193,1945581,156612,Delhi,Maharashtra,04-11-2020,13-08-2019,73,1,2021,0,Excellent,4.7,Premium,1997083,High,0.06,0,Aug,8,1
4457,4532,Honda,Amaze,2014,11,Cng,Automatic,125136,2017496,1993611,23885,Delhi,Delhi,19-04-2024,10-08-2019,37,5,2024,0,Poor,3.4,Premium,907873,High,0.07,0,Aug,8,1
4458,1684,Bmw,X3,2021,4,Diesel,Automatic,22007,252012,199225,52787,Chandigarh,Punjab,18-06-2021,01-11-2024,103,9,2021,1,Good,3.8,Budget,201609,Low,0.04,0,Nov,11,1
4459,4202,Mahindra,Xuv500,2012,13,Cng,Manual,35301,1951780,1903088,48692,Chandigarh,Delhi,09-12-2024,15-09-2021,19,12,2024,0,Poor,4.9,Premium,683123,High,0.12,0,Sep,9,1
4460,6412,Tata,Harrier,2014,11,Cng,Automatic,196546,1491260,1321761,169499,Pune,Punjab,12-08-2024,09-12-2024,31,9,2024,0,Poor,3.8,Premium,671066,High,0.06,0,Dec,12,1
4461,6692,Bmw,X3,2018,7,Petrol,Manual,115384,490213,399387,90826,Chandigarh,Maharashtra,17-06-2021,05-06-2019,58,8,2021,1,Fair,4.2,Budget,318638,Low,0.06,0,Jun,6,1
4462,5258,Honda,Amaze,2014,11,Diesel,Automatic,108370,1771865,1638966,132899,Jaipur,Karnataka,12-07-2023,05-02-2025,94,10,2023,0,Poor,4,Premium,797339,High,0.05,1,Feb,2,1
4463,5475,Bmw,X3,2024,1,Diesel,Manual,36223,244398,235328,9070,Delhi,Punjab,24-04-2019,19-04-2021,87,7,2019,1,Excellent,4.1,Budget,232178,Low,0.05,0,Apr,4,1
4464,8685,Honda,Amaze,2024,1,Diesel,Automatic,171399,1523259,1416630,106629,Chandigarh,Maharashtra,01-12-2020,02-12-2021,73,2,2021,0,Excellent,4.6,Premium,1447096,High,0.06,0,Dec,12,1
4465,9204,Mahindra,Scorpio,2024,1,Electric,Automatic,79053,933137,928459,4678,Bangalore,Punjab,23-07-2024,09-09-2024,48,9,2024,0,Excellent,3.8,Mid,886480,Medium,0.03,0,Sep,9,1
4466,5315,Bmw,X1,2018,7,Cng,Automatic,114682,269466,153532,115934,Chandigarh,Maharashtra,13-08-2022,14-05-2024,108,11,2022,1,Fair,4,Budget,175152,Low,0.05,1,May,5,1
4467,9533,Maruti,Swift,2014,11,Petrol,Automatic,81874,245108,94617,150491,Mumbai,Punjab,01-05-2022,26-10-2020,79,7,2022,0,Poor,4.1,Budget,110298,Low,0.05,0,Oct,10,1
4468,5790,Honda,Amaze,2018,7,Diesel,Manual,91666,2053967,2036993,16974,Pune,Maharashtra,03-09-2021,06-05-2023,72,11,2021,0,Fair,4,Premium,1335078,High,0.02,1,May,5,1
4469,1582,Hyundai,Creta,2012,13,Diesel,Automatic,43602,894244,829530,64714,Jaipur,Delhi,26-03-2021,18-01-2021,113,7,2021,0,Poor,3.5,Mid,312985,Medium,0.05,0,Jan,1,1
4470,4213,Hyundai,Verna,2022,3,Diesel,Automatic,28192,2430804,2350407,80397,Mumbai,Karnataka,20-01-2021,04-11-2021,81,4,2021,0,Good,4.4,Premium,2066183,High,0.06,0,Nov,11,1
4471,3483,Hyundai,I20,2014,11,Cng,Automatic,94237,1848336,1730073,118263,Pune,Rajasthan,06-08-2019,10-04-2019,59,10,2019,0,Poor,4.4,Premium,831751,High,0.05,1,Apr,4,1
4472,5405,Tata,Nexon,2013,12,Diesel,Manual,118172,1910541,1855739,54802,Delhi,Delhi,03-08-2019,09-10-2019,38,9,2019,0,Poor,3.9,Premium,764216,High,0.07,0,Oct,10,1
4473,2396,Bmw,X1,2024,1,Electric,Automatic,193241,1571559,1520513,51046,Chandigarh,Maharashtra,12-12-2023,22-08-2023,97,3,2024,1,Excellent,4.2,Premium,1492981,High,0.03,0,Aug,8,1
4474,6041,Mahindra,Xuv500,2019,6,Electric,Automatic,185111,2416432,2304356,112076,Delhi,Maharashtra,26-07-2024,29-01-2021,113,11,2024,0,Fair,4.4,Premium,1691502,High,0.06,1,Jan,1,1
4475,7459,Mahindra,Xuv500,2016,9,Diesel,Manual,179952,781954,668268,113686,Pune,Maharashtra,30-07-2020,10-08-2025,119,11,2020,0,Poor,3.6,Mid,430074,Medium,0.04,1,Aug,8,1
4476,9686,Maruti,Baleno,2014,11,Cng,Manual,27392,388566,361132,27434,Bangalore,Punjab,09-01-2022,04-03-2022,84,4,2022,0,Poor,3.3,Budget,174854,Low,0.05,0,Mar,3,1
4477,3366,Honda,City,2015,10,Cng,Automatic,37384,2220504,2078936,141568,Pune,Maharashtra,05-07-2021,08-10-2021,36,8,2021,0,Poor,4.4,Premium,1110252,High,0.04,0,Oct,10,1
4478,1178,Honda,City,2020,5,Electric,Manual,146611,2136390,1974516,161874,Jaipur,Punjab,09-05-2024,28-03-2020,96,8,2024,0,Good,3.7,Premium,1602292,High,0.07,0,Mar,3,1
4479,6580,Mahindra,Xuv500,2014,11,Petrol,Automatic,22260,454762,341128,113634,Chandigarh,Rajasthan,10-11-2023,03-01-2024,112,3,2024,0,Poor,3.2,Budget,204642,Low,0.03,0,Jan,1,1
4480,1779,Audi,Q3,2018,7,Cng,Automatic,150875,571944,414867,157077,Mumbai,Maharashtra,02-05-2022,19-03-2019,90,7,2022,1,Fair,4.7,Budget,371763,Low,0.03,0,Mar,3,1
4481,1723,Hyundai,Verna,2023,2,Cng,Manual,191523,1366782,1313572,53210,Bangalore,Delhi,27-01-2024,03-02-2024,35,3,2024,0,Excellent,3.5,Premium,1230103,High,0.03,0,Feb,2,1
4482,2011,Tata,Nexon,2018,7,Cng,Manual,21030,297238,269788,27450,Bangalore,Maharashtra,02-12-2023,12-04-2021,113,3,2024,0,Fair,3.7,Budget,193204,Low,0.05,0,Apr,4,1
4483,5412,Bmw,X1,2015,10,Petrol,Automatic,64332,1817139,1720589,96550,Pune,Karnataka,11-07-2024,03-07-2023,70,9,2024,1,Poor,4.6,Premium,908569,High,0.04,0,Jul,7,1
4484,9272,Mahindra,Scorpio,2024,1,Electric,Manual,45579,241516,152322,89194,Pune,Rajasthan,07-09-2022,10-12-2021,12,9,2022,0,Excellent,4.4,Budget,229440,Low,0.05,0,Dec,12,1
4485,6360,Maruti,Baleno,2012,13,Petrol,Automatic,130934,888040,720218,167822,Mumbai,Maharashtra,19-05-2022,03-11-2022,73,7,2022,0,Poor,4.8,Mid,310814,Medium,0.04,0,Nov,11,1
4486,4986,Hyundai,I20,2023,2,Electric,Automatic,11528,1586306,1556310,29996,Jaipur,Delhi,14-06-2019,08-09-2019,56,8,2019,0,Excellent,3.9,Premium,1427675,High,0.03,0,Sep,9,1
4487,1974,Toyota,Fortuner,2022,3,Cng,Automatic,107480,1397498,1241914,155584,Delhi,Delhi,07-01-2019,30-08-2021,104,4,2019,0,Good,4.1,Premium,1187873,High,0.08,0,Aug,8,1
4488,6355,Maruti,Swift,2015,10,Cng,Manual,100377,1959905,1797820,162085,Mumbai,Punjab,01-03-2022,12-03-2023,19,3,2022,0,Poor,4.8,Premium,979952,High,0.1,0,Mar,3,1
4489,4455,Bmw,X3,2012,13,Diesel,Manual,181071,1309221,1184952,124269,Pune,Rajasthan,28-01-2023,04-05-2023,67,4,2023,1,Poor,4.7,Mid,458227,Medium,0.06,0,May,5,1
4490,1242,Hyundai,I20,2017,8,Diesel,Manual,21175,574725,534331,40394,Delhi,Maharashtra,17-08-2020,18-11-2023,32,9,2020,0,Fair,3.9,Mid,344835,Medium,0.05,0,Nov,11,1
4491,5284,Hyundai,Verna,2024,1,Electric,Automatic,105977,1902106,1804822,97284,Delhi,Punjab,21-11-2021,21-12-2022,34,12,2021,0,Excellent,4.5,Premium,1807000,High,0.08,0,Dec,12,1
4492,1507,Hyundai,Verna,2024,1,Diesel,Manual,46032,1532266,1516009,16257,Bangalore,Delhi,28-11-2023,30-09-2023,84,2,2024,0,Excellent,3.6,Premium,1455652,High,0.03,0,Sep,9,1
4493,8019,Bmw,X1,2012,13,Electric,Automatic,99834,752934,615485,137449,Chandigarh,Karnataka,20-04-2023,22-12-2023,56,6,2023,1,Poor,3.3,Mid,263526,Medium,0.02,0,Dec,12,1
4494,4929,Maruti,Swift,2023,2,Diesel,Manual,168501,712359,619982,92377,Bangalore,Karnataka,18-11-2019,17-03-2020,25,12,2019,0,Excellent,3.4,Mid,641123,Medium,0.13,0,Mar,3,1
4495,9970,Hyundai,I20,2015,10,Cng,Manual,113316,2231891,2123472,108419,Jaipur,Punjab,01-10-2023,15-01-2019,48,11,2023,0,Poor,4.4,Premium,1115945,High,0.04,1,Jan,1,1
4496,9664,Honda,Amaze,2024,1,Diesel,Automatic,93580,559708,548799,10909,Chandigarh,Delhi,24-11-2021,02-07-2025,117,3,2022,0,Excellent,4,Mid,531722,Medium,0.03,0,Jul,7,1
4497,1560,Mahindra,Scorpio,2015,10,Petrol,Automatic,135948,2064664,1918196,146468,Pune,Punjab,10-07-2022,10-12-2022,94,10,2022,0,Poor,3.6,Premium,1032332,High,0.06,1,Dec,12,1
4498,5323,Bmw,X3,2016,9,Electric,Manual,100564,2030842,2020132,10710,Bangalore,Maharashtra,08-06-2021,22-05-2024,10,6,2021,1,Poor,4.6,Premium,1116963,High,0.1,0,May,5,1
4499,3120,Maruti,Wagonr,2024,1,Diesel,Automatic,44493,282405,185375,97030,Pune,Delhi,12-03-2021,06-02-2021,82,6,2021,0,Excellent,3.6,Budget,268284,Low,0.08,0,Feb,2,1
4500,4333,Toyota,Fortuner,2019,6,Petrol,Automatic,19494,1351326,1320527,30799,Chandigarh,Rajasthan,01-11-2021,27-12-2025,58,12,2021,0,Fair,4.1,Premium,945928,High,0.04,0,Dec,12,1
4501,3867,Maruti,Swift,2020,5,Petrol,Automatic,38117,2183390,2181785,1605,Delhi,Punjab,17-03-2024,23-08-2020,3,3,2024,0,Good,4,Premium,1637542,High,0.11,0,Aug,8,1
4502,5425,Hyundai,Verna,2013,12,Petrol,Manual,148476,1133448,995180,138268,Mumbai,Rajasthan,10-05-2022,06-01-2022,22,6,2022,0,Poor,3.8,Mid,453379,Medium,0.05,0,Jan,1,1
4503,5487,Tata,Nexon,2021,4,Cng,Automatic,114596,1459771,1319075,140696,Mumbai,Karnataka,18-10-2023,11-06-2023,19,11,2023,0,Good,3.9,Premium,1167816,High,0.06,1,Jun,6,1
